Year	cd	State Code	State Name	Conccat	Bachelors_degree_or_higher	high_school_or_some_degree	Less_than_high_school_graduate	Less_than_$5000	$5000_to_$9999	$10000_to_$14999	$15000_to_$19999	$20000_to_$24999	$25000_to_$34999	$35000_to_$49999	$50000_to_$74999	$75000_to_$99999	$100000_to_$149999	$150000_or_more	Total_Agriculture_forestry_fishing_hunting_mining	Total_Construction	Total_Manufacturing	Total_Wholesale_trade	Total_Retail_trade	Total_Transportation_warehousing_utilities	Total_Information	Total_Finance_insurance_realestate_rental_leasing	Total_Professional_scientific_management_administrative_waste_management_services	Total_Educationalservices_healthcare_socialassistance	Total_Arts_entertainment_recreation_accommodation_foodservices	Total_Otherservices_except_Public_administration	Total_Public_administration	Male	Male_Agriculture_forestry_fishing_hunting_mining	Male_Construction	Male_Manufacturing	Male_Wholesale_trade	Male_Retail_trade	Male_Transportation_warehousing_utilities	Male_Information	Male_Finance_insurance_realestate_rental_leasing	Male_Professional_scientific_management_administrative_waste_management_services	Male_Educationalservices_healthcare_socialassistance	Male_Arts_entertainment_recreation_accommodation_foodservices	Male_Otherservices_except_Public_administration	Male_Public_administration	Female	Female_Agriculture_forestry_fishing_hunting_mining	Female_Construction	Female_Manufacturing	Female_Wholesale_trade	Female_Retail_trade	Female_Transportation_warehousing_utilities	Female_Information	Female_Finance_insurance_realestate_rental_leasing	Female_Professional_scientific_management_administrative_waste_management_services	Female_Educationalservices_healthcare_socialassistance	Female_Arts_entertainment_recreation_accommodation_foodservices	Female_Otherservices_except_Public_administration	Female_Public_administration
2021	13_PA	PA	Pennsylvania	202113_PA		253857	35090	6005	5654	10811		10591	23473	33979	46336	34260	39232	20650	5923		33209	5782	19105	14604	2114	7714	13806	48891	8476	7251	14273	114426	5169	15424	24734	4137	11203	11910	1363	2395	8262	12010	4384	4541	8894	83234	754		8475		7902	2694	751	5319	5544	36881	4092	2710	5379
2021	13_TX	TX	Texas	202113_TX	74556	250749	56387	8275	6065	10135	12068	11468	24901	32380	42007	30888	33495	22900	14736	18243	28191	6373	20019	15170	2140	10743	15105	50618	12024	9371		127249	12926	16915	21326	4974	11056	12705	1237	4711		12954	5798	5690	7853	89344	1810	1328	6865	1399	8963	2465	903	6032	6001	37664	6226	3681	6007
2021	14_CA	CA	California	202114_CA	205181	223765	47898	4394	2284	5155	4569	5005	9745	14104	25717	26031	44453	91469	766	17066	46068	9022	22043	16035	10308	18237	63988	48900	14012	9833	10353	169092	502	15099	30741	6127		12930	6844	8096	42166	15494		5520	5105	117539	264	1967	15327	2895	9499	3105	3464	10141	21822	33406		4313	5248
2021	14_FL	FL	Florida	202114_FL	207028	300950	45324	13936	8107	14233	14315	13886	31164	44731	61082	46958	52919	55692	1142	22642	22179	10365	30395	16260	7260	41229	54772	71066	24646	11644	14454	178084	910	19421	15131	7344	17139	13085	4467	20640	31481	20317	13586	6232	8331	149970	232	3221	7048	3021	13256	3175	2793	20589	23291	50749	11060	5412	
2021	14_GA	GA	Georgia	202114_GA	174544	439662	98094	10507		14594	16049	15768	37437	52299	74821	56911	66189	54359	3467	35486	78113	12767	39357	29350	8066	26205	43129		19807	16428	18537	228750	2503	32188	53621	8753	21648	22451	5013	10472	24574	17562	9212			178376	964	3298	24492	4014	17709	6899	3053	15733	18555	58852	10595	6454	7758
2021	14_IL	IL	Illinois	202114_IL	102520	250806	37761	7211	4335	6243	6674	8195	17549	23559	40243	32673	45045	39184	3396	15311	32320	8364	23058	22631	3884	13745	20279		10844	8418	10165	127652	2851	13745	24966	5743	13899	17935	2544	5577	12144	11021	5618	5523	6086	89906	545	1566	7354	2621	9159	4696	1340	8168	8135	34122	5226	2895	4079
2021	14_NC	NC	North Carolina	202114_NC	233477	238833	53144	8857	5945	11497	11030	12036	27103	38205	56984	39879	52078	62312	849	25003	32958	11575	29358	20899	8772	51625	50983	54343	19555	13682	7119	179950	664	21357	22334	7786	15848	14272	4848	28384	28831	14460	10378	6783	4005	146771	185	3646	10624	3789	13510	6627	3924	23241	22152	39883	9177	6899	3114
2021	14_NY	NY	New York	202114_NY	53977	93183	28705	5057	4134	6572	4660	4924	7735	10335	13902	10515	16308	15677	82	5990	3157	1820	6358	7389		7025	11720	26222	8585	4081	4742	48639	75	5355		1197		6372	1932	3916	6399	7471	5185	2063	2701	41807	7	635	1283	623	2259	1017	1343		5321	18751	3400	2018	2041
2021	14_OH	OH	Ohio	202114_OH	99869	284019	40269	7684	6825	11770	11947	13346	27502	37945	54363	39530	45367	31678	2451	17538	57167	6860	20645	12171	3260	16534	19536	50419	11023	9181	10186	135690	2026	15883	42826	5285	10904	9620	1790	6943	11713	11930	5303	5473	5994	101281	425	1655	14341	1575	9741	2551	1470	9591	7823	38489	5720	3708	4192
2021	14_PA		Pennsylvania	202114_PA		400488	39581	11104	10339	19336	19920	19709	39183	53747	75748	57534	70480	55472	9469	25778	51450	11139	33968	23031	4746	23154	32495	83524	15847	15046	14614	200385	8221	23693	40232	8283	18693		3057	10588	20220	22514	7848	9267	9234	143876	1248	2085	11218	2856	15275		1689	12566	12275	61010	7999	5779	
2021	14_TX	TX	Texas	202114_TX	118366		60412	10118	7206	12478	11229	11988		33826	50079	38768	51990	52850	4951	32494	43066	6770	22866	15391	2534	14410	29150	62853	15376	11208	16161	162272	4002	28720			12028	12086	1331	6392	17974	16159	8150	6834	8867	114958	949	3774	8647	1460	10838			8018	11176	46694	7226	4374	7294
2021	15_CA	CA		202115_CA	128427	113136	20613	2780	1553	2924	2905	3186	5607	8905	13511	15144	25299		311	8724	13810	3635	14688	13156	7502	13995	33978	30651	11666	6414	6255	92511		7858	8760	2390	8423	9491	4751	7249			6680		3401	72274	54	866	5050	1245		3665	2751	6746	14290	20730	4986	2772	2854
2021	15_FL	FL	Florida	202115_FL	188100	361438	68312	13860	8608	14634	14582	14963	35942	48311	67846	45591	52758	51237	3081	28547	20672	10302	34058	19747	7229	41165	49726	76485	23146	12794	14062	188112	2407		14958	7413	19227	15055	4602	18215	31279	20338	12962	7924	8351		674	3166	5714	2889	14831		2627	22950	18447	56147	10184	4870	5711
2021	15_IL	IL	Illinois	202115_IL	52567	188444	25836	5343	4671	7296	8775	8855	17099	24910	34468	24383	27650	15465	7897	9800	22478	6555	13728	10830	1948	9217	7993	34625	5267	6443	9718	83528	7040	9185	16951	4859	7135	9125	1279	2886	4700	7827	2760	4023	5758	62971	857	615	5527	1696	6593	1705	669	6331	3293	26798	2507	2420	3960
2021	15_NY	NY	New York	202115_NY	160161	459012	177843	28692	27173	42039	28266	25733	44193	58347	73124	46939	48984	35767	569	19243	12212	6575	28792	30904	6081	28383	35547	121852	32431	17514	16511	189726	479	17765	7913	4779	17446	24371	3984	17754	22001	34584	22121	8519	8010	166888	90	1478	4299	1796	11346		2097	10629	13546	87268			8501
2021	15_OH	OH	Ohio	202115_OH	118539	206576	36751	4985	4545	7192	7119	7830	17357	25099	40839	31338	41522	36535	2138	13120	32910	8254	20818	15874	4484	19149	24701		9523	7824	12289	123464	1924		24056	5583	12145	12090	2858	9069	15599		4409	4389	7214	93277	214		8854		8673	3784	1626	10080	9102	32911	5114	3435	5075
	15_PA	PA	Pennsylvania	202115_PA	116806	349444	41416	8796	8768	14746	15686	17154	32639	43438	61573	43241	46008	28391		17865	49318	6134		14220	2394	11297	17178	74227	9331	10478	13234	150112	7298	16573	38138	4897	12636	11916	1561	4394	10650	22673	4627	6690	8059	106829	939	1292	11180	1237	10392	2304	833	6903	6528	51554		3788	5175
2021	15_TX	TX	Texas	202115_TX	33402	93278		3652	5886	6835	6563	6194	10569	12384	15262	9274	10060	6290	2608	8077	5157	3187	9415	5776	587	3658	6882	21308	5129	5026	3898	47801	2344	7272	4014	2436	5446	4857	339	1815	4570	6388	2757	2888	2675	32907	264	805	1143	751	3969	919	248	1843	2312	14920	2372	2138	1223
2021	16_CA	CA	California	202116_CA	485948	254754		7447	3540	7980	6162	6603	14620	21025	40334	35745	68260	231623	2005	21637	79468	8397	32708	14190	37773	30073	126057	81870	21747	13081	12070	290367	1327	18936	55370	5879	20321	10755	25805	16520	81405	28904	13030	6310	5805	190709	678	2701	24098	2518	12387	3435	11968	13553	44652	52966	8717		6265
2021	16_FL	FL	Florida	202116_FL	81875	161195	33595	5091	3202	6358	6625	7904	16291	26854	34327	25538	33083	29498	1440	14053	12403	5081	16987	8314	2564	15291	22023	32417	10110	6319	8075		1023	12564	8745	3634	9800	6276	1817	6078		8339	6089		4854	69103	417	1489	3658	1447	7187	2038	747	9213	8557	24078	4021	3030	3221
2021		IL	Illinois	202116_IL	44385	117993	12156		2028	4074	4430	4250	9311	14352	22617		21267	17074	2450	6929	22167	3491	9353	6298	1451	7123	7919	22245	3825	4167	4300	59374	2205		17229	2529	5005	5016	941	2655	4859	5164	2016		2630	42344	245	437	4938	962	4348	1282	510	4468	3060	17081	1809	1534	1670
2021	16_NY	NY	New York	202116_NY	209806	191433	47627	7720	5647	8835	7272	8697	15679	21732	34091	28530	43063	88442	598	16925	11313	7372	16189	12655	8479	32001	37057	72539	16201	11424	13866	145536	437	15472	7549	4423	9840	10264	4958	20755	23294	22883	10175	5796	9690	111083	161	1453	3764	2949	6349	2391	3521	11246	13763	49656	6026	5628	4176
	16_PA		Pennsylvania	202116_PA	128205	274414	31248	7495	8105	13165	14397	14211	27896	36079	50207	39300	46290	35938	3006	14820	44035	6581	22410	12973	3063	16901	20219	60123	10451	9794	10693	135275	2494		34730	4795	12706	10291	1842	7478	12832		5668	6047	6218	99794	512	1207	9305	1786	9704	2682		9423	7387		4783	3747	
2021	16_TX	TX	Texas	202116_TX		314308	68447	10773	11373	15662	15109	15590	29128	37010	52274	30296	34705	23053	2434	18042	19887	6720	24076	18964	4427	12796	26571		14358	8970	23154	142717	2273		15266	5162	14064	15799		5542	15461	21204	7477	6134	14977	102870	161	1489	4621	1558	10012	3165		7254	11110	43984	6881	2836	8177
2021	17_CA	CA	California	202117_CA	69348	27210	5107	899	531	697	453	824	1590	1825	3834	4329	9465	29290	92	1583	15227	1070	3737	1931	7054		21596	7338	2391	1113	1049	41564	69	1393	10405	629	2509	1207	4922		14754		1172	494	420	25181	23	190	4822	441	1228	724	2132	1310	6842	5002	1219	619	629
2021	17_FL	FL	Florida	202117_FL	95138	219625	27410	8808	5321	9898	12389	12078	27095	40320	59048	42444	47128	43912	1187	20584	11990	4920	22854	8735	3436	14920	24778	42107	16366	9699	8615	104376	976	17616	9477	3352	12857	6441	2399	6938	14936	10583	9031	5228	4542	85815	211	2968	2513	1568	9997	2294	1037	7982		31524	7335	4471	4073
2021	17_IL	IL	Illinois	202117_IL	162853	415285	58317	18844	13303	19766	19884	21409	41314	55792	78924	56143	65316	46729	6930	18907	62992	9856	30424	21861	3272	31146	26813	77672	16447	13402	13945	186938		16919	47255	7406	17218	17315	1842	13783		18588	8739	7816	8359	146729	778	1988		2450	13206	4546	1430	17363	11267	59084	7708	5586	
2021	17_NY	NY	New York	202117_NY	185745	185739	38558	4352	2877	5022	6276	5825	12000	15607	26470	25489	42493	85667	650		14330	6812	16858	10347	7002	23575	32100	66977	11151	9999	13525		425	15599	9790	4819	10848	8226	4512	14084	20446	21407	7265	4859	9350	98350	225	1055	4540	1993		2121	2490	9491	11654	45570	3886	5140	4175
2021		PA	Pennsylvania	202117_PA	119994	157056	11395	4278	3705	6971	7572	8074	15765	23404	35535	26219	36102	37296	1447	10116		5162	16251	11929	3130	18822	25331	42562	7610	6572	6140	98784	1185	8789	14927	3589	8652		2005	9128	15978	13529	4098	3725	4053	75601	262	1327	4386	1573	7599	2803	1125		9353	29033	3512	2847	2087
2021	17_TX	TX	Texas	202117_TX	95312	242190	45421	8089	7107	10780	11012	10461	22275	27890	39021	27675	34674	31382	4972	16816	27231	5813	20078	12498	2622	12729	20210	51531	11139	8021	14511		4448	15301	20990		11305	9692	1775	5339	12188	13280	5482	5088	7831	91140	524	1515	6241	1501	8773	2806	847	7390	8022	38251	5657	2933	6680
2021	18_CA	CA	California	202118_CA	300563		168923	7706	5576	10999	10716	11774	23130	34692	58661	53290	81363	151610		41194	80779	14050	39551	21211	15198	22692	90619	86919	31451	17617	22298	305774	16537	38210	56301	9695	22621	16480	10592	10778	58452	27058	16736	10110	12204	200841	6499	2984	24478	4355	16930	4731	4606	11914		59861	14715	7507	10094
2021		FL	Florida	202118_FL	110084	403703	98302	14226	9095	18824	18823	22395		54692	73853	46223	46069	32693	9827		21020	8748	40244	23367	3512	21043		64767	30495		16015	183209	8139	30036	15465	6315	23663	18599	2438	9008	21417	15756	15510	8291	8572	138571	1688	3136	5555	2433	16581	4768	1074	12035	14139	49011	14985	5723	
2021	18_NY	NY	New York	202118_NY	141865	254800	36374	6156	3935	8646	7565	7987	15439	22224	35760	29940	47831	60471	2202	17004	17487	7272		15838	4797	15675	26057	63441	12263	10189	16974	131859	1727	15856	12518	5546	12670	12924	3157	7898	16003	18898	7234	6083		98652	475	1148	4969	1726	8642	2914	1640	7777	10054	44543	5029	4106	5629
2021	18_TX	TX	Texas	202118_TX		415797	175980	14897	13078	18086	18594	20648	44664	54148	68277		49346	41990		52543	44790	15762	38406	31807	4335	22787	46083	66143	25420	19538	11208	229926	7694	48526	33998		21378	23493		9628	28459	15254	11889	10244	5361		3081	4017	10792	4499	17028	8314	1596	13159		50889		9294	
2021	19_CA	CA	California	202119_CA	62186	90700	11888	2468	1569	2523	2581	2634	5393	7796	12275	11744	16422	27817	977	5624	7353	1714	6543	2634	2835	3877	11205	18342	7838	3060		44606	609	5213	5858	1183	3582	2062	1823	1816	6798	6886	4400	1724	2652	31935	368	411	1495	531	2961	572		2061	4407	11456	3438	1336	
2021	19_FL	FL	Florida	202119_FL	138864	306180	56891	12997	6694	11936	13538	15339	34824	49777	72041	54653	60993	66432	1528	38399	12103	6661	35571	14685	4980	23366	38847	57545	25840		11398	162963	1173	34297	8163	4693	19508		3284	11505	24190	16648	14532	7120	6719	120880	355	4102	3940	1968	16063	3554	1696	11861	14657		11308	5800	4679
2021	19_NY	NY	New York	202119_NY		348716	49202	11960	9016	17461		16079	31351	43205	61631	45837	53774	48417	4471	18908	29789	5565	25404	13554	4456	16428	24576	82887	15334	10624	18112	151603	3502	17667	22428	4111	15681	11023	2595	6502	14625	27559	8241	6309	11360	118505	969	1241	7361	1454	9723		1861	9926	9951	55328	7093	4315	6752
2021	19_TX	TX	Texas	202119_TX	85584		56978	8727	7899	13483	10529	12631	23666	32671	42598		34530	24791	18145	17812		7459	22783	12682	3117	14077	13196	56951	13067	9473	13686	127072	16591	16555	12442	6030	13019	10395	2213	5760	7431	16331	6012	6111	8182	91194	1554	1257	3376	1429	9764	2287	904	8317	5765	40620	7055	3362	5504
2021	2_AL	AL	Alabama		109775	340352	66506	14354	12621	20014	19546		33270	43934	56777		42630	27631	5080	15676	41286	7489	26481	19267	2795	12945	21733	56794	15124	10366	26157	141740	4564	14450	28804	5757	14676	15120	1562	4555	12760	13003	7277	6116	13096	119453	516	1226	12482	1732	11805	4147			8973	43791	7847		13061
	2_AR	AR	Arkansas	20212_AR	107369	197487	23258	8353	5620	8968	10227	10657	22994	28278	36284		31193	27370	2217	13022	16886	5866	19673	11259		14268	18495	54422	10066	7378	11697	101571	1855	11368	12739	4361	12356	8677	2873	6315	10336	15593	5435	3967	5696	88525	362	1654	4147		7317	2582	1974	7953	8159		4631	3411	6001
		AZ	Arizona	20212_AZ		452351	87226	18105	12488	16884	18360	19711		56831	82783	54891	62100	40568	10389	27247	25030	5565	32744	19803	4508	18961	26710		23788	10806	27446	170561	8589	24292	18564	4034	17929	15341	2744	7782	16286	21207	12695	6022	15076	133749	1800		6466	1531	14815	4462	1764	11179	10424		11093	4784	12370
	2_CA		California	20212_CA	240596	349720	71108	10852		15640	12010	13460	28532	39566	59572	50137	73239	116620	10241	28312	33942		33712	14469	9358	24362	51021	65885	22601	15801	20846	196224	7867	25178	23124	6811	20142	11320	5962	12800	30928	21329	12250	7269	11244	143900	2374	3134	10818	2763	13570	3149	3396	11562	20093	44556	10351		9602
2021	2_CO	CO	Colorado	20212_CO		347541	44581	12354	7449	10856	10967	13200	26339	39813	65368	57449	82835	103644		33331	45530	10081	35489		9064	26717	64883	79675	30112	15310	19291	238413	8441	29798	33799	7635	21486	14263	6101	13455	41097	25738	16870	8428	11302	158451	1511	3533	11731	2446	14003	3166	2963	13262	23786	53937	13242	6882	7989
2021		CT	Connecticut	20212_CT	161476	273074		6789	4527	8552	8525			27088	44834	38948		67820	2195	17373	41875	6564	21371	11819	3711	22867	25636	58115	15082	8136		143562	1555	15875	31005	5071	11944	9148	1980	10893	15877	17546	8619	4762	9287	104953	640	1498	10870	1493	9427	2671	1731	11974	9759	40569	6463	3374	4484
2021	2_FL	FL	Florida	20212_FL	121359	295005	55357	11898	8794	13532	13566	14110	29082	38083	53705	34358	37238	28955	3467	17118	12281	5056	22624	10174	2785	13210	25683	52450	15387	10136		122064	2758	15092	9243	4210	12542	8212	1924	5525	15472	15499	7802	6078	17707	105380	709	2026	3038	846	10082	1962	861	7685	10211	36951	7585	4058	19366
2021	2_GA	GA		20212_GA	72430	230951	44235	11490	8708		11952	12472	23728	29304	37969	25009	25488	16842	5921	10127	20987	4202	15351	9582		13824		42991	9546	7421	13958	89162	5187	8846	14450	3356	7931	7902	1407	5743	8087	9085		4539	7634	80160	734	1281	6537	846	7420	1680	796	8081	5122	33906	4551	2882	6324
2021	2_HI	HI	Hawaii	20212_HI	102576	249290	21871	6068	5038	5736	5787	6372	13396	18679	30490	27941	39489	44938		16820	5233	4352	20846	11356	2380	13009	20116	42835	31810			105665		15094	3677	2825	9401	7593	1365	5995	12659	11432	17677	3903	10652	93464	1655	1726	1556	1527	11445	3763	1015	7014	7457	31403	14133	4315	6455
2021	2_IA	IA	Iowa	20212_IA	136782	344307	34906	8136	7277	13137	14258	15331	32159	45483	68417	52617	59046	40325	13724	23104	68209	11141	28415	17906	4600	23225	23796	68549	12763	10911		180332		21559	49672	8659	15900	14248	2399	8774	13242	15291	6403	6708	5529	135778	1776	1545	18537	2482	12515	3658	2201	14451	10554	53258	6360		4238
2021	2_ID	ID	Idaho	20212_ID	105510	274516	43915	6375	4083	10687	10450	11975	24152	34277	51977	33915	37960	26743	15361	20794	27434	7518	21193	12681		13188	22526	45302	11945	7963	12928	138574	13354	19312	21295	5995	12448	10373	1846	5908	14899	14128	6569	4979	7468	83252	2007	1482	6139	1523	8745	2308	1147		7627	31174	5376	2984	5460
2021	2_IL	IL	Illinois		161689	435518	66896	26036	18373	21857	21857	20830	40991	51642	72691	50743	62297	42461	3362	14761	37679	7941	26967	35604	5323	23844	33116	89816	18041	13181	21312	167146	2942	13322	28054		14253	24209	3097	9199	17794	22680	9017	7383	10021	163801	420	1439		2766	12714	11395	2226	14645	15322	67136	9024		11291
2021	2_IN	IN	Indiana	20212_IN	105415	313832	67032	10729	6233	11310	12924	15425	28470	41835	59400		48167	30095	3972	15339	88750	7941	22263	12646	3337	11787	16318	55260	10634	10549	8649	157196	3342	13984	63914	5666	12186	9853	2002	4682	9602	15253	5095	6540	5077	110249	630	1355	24836	2275	10077	2793	1335	7105	6716	40007	5539	4009	3572
2021	2_KS	KS	Kansas	20212_KS	156782	387130	51140	12435	11114	16243	17987	18711	37839	53511	72401	50656	55717	35705	8419	23948	47588	8798	28679	21119		20859	24748	81421	15948	12831	26532	183227	7282	21950	34840	6934		16863	2751	8395	15199	22293	8002	7291	14915	142138	1137	1998		1864	12167	4256	1724		9549	59128	7946	5540	11617
2021	2_KY	KY	Kentucky	20212_KY	114124	372908	55366	10111	10345	16377	14176	16106	33535	48565	65176	47383	50294	31157	5196	19614	61363	8781		21834	4083	18322	20628	65062	13135	10981	14386	164308	4477	18298	46606	6555	15333	15866	2614	6637	11193	14938	6696	7038	8057	126852	719		14757	2226	12442	5968	1469	11685	9435	50124	6439	3943	6329
2021	2_LA	LA	Louisiana	20212_LA	233076	491864	103432	27841	22376	29316	27310	26446	48663	60171	82751	55160	67510	61342	5898	35938	37134	11812	39015	29236	6422	25389	47352	108391	37437	18033	29259	228319	5127	31980	29922	8967	20150	22804	3632	10749	28006	25219	17965	9597	14201			3958	7212	2845	18865	6432	2790	14640	19346	83172	19472	8436	15058
2021	2_MA	MA	Massachusetts	20212_MA	188141	238205	30198	6832	5361	10968	9824	8986	17123	25198	38527	32134		67066	1303	14315	33365	6240	22938	10980	5759	19439	34383	69980	9119	8320	11094	140107	1024	13179	23857	4117	14058	8465	3764	10699	22279	22753	5171	4015	6726	107128	279	1136	9508	2123	8880	2515	1995	8740	12104	47227	3948	4305	4368
2021	2_MD	MD	Maryland	20212_MD	264361	305130	38426	9482	5910	7724	8136	9743		34585	58166	48137	74870	101461	1711	25562	25258	8551	27984	17914	7343	35376	57431	96031	16191	15687	39068	203741	1352	22546	18859	6360	17503	13155		16783	35855	27699	8960	9237	20671	170366		3016	6399	2191	10481	4759	2582	18593	21576		7231	6450	18397
2021	2_ME	ME	Maine	20212_ME	100454	283983	28738	8260	8291	16800	14468	15936	29943	41161	52963	37679	39647	24979		18345	22560	5063	23932	11054	3142	13649	17490	62825	9439		14999		5711	17211	17824	4155	14349	8934	1641	5120	9914	17822	4699	5327	8206	97331	1072	1134	4736	908	9583	2120	1501	8529	7576	45003	4740	3636	6793
2021		MI	Michigan	20212_MI	48892	210488	28408	4712	4839	8528	8615	9326	19262		37564	25784	25191	13376	5382	11260	35908	3480	12454	6664	1448	5975	8171	26539	6708	6312	6956	80416	4331	10527	26493	2636	6514	5239	889	1623	4618	6081	3378	4202	3885	56841	1051	733	9415	844	5940	1425	559	4352	3553	20458	3330	2110	3071
2021	2_MN	MN	Minnesota		160863	191326	21271	3038	2105	3292	3680	4804	10892	18969	33141	31085	49617	62151	1738	14290	36759	8714	21655	14992	5477	27529		45626	9547	8122	11966	135798	1344	12823	26265	5930	13165	11386	3402	13818	19735	11901	5493	4353	6183	101321	394	1467	10494	2784	8490	3606	2075	13711	10969	33725	4054		5783
2021	2_MO	MO	Missouri	20212_MO	200506	167241	17824	4898	3344	5643	7424	8188	16185	27811	44132	35219	50095	67825	1885	14407	32691	9104	19850	9763	6007	30508	36378	57148	11498		8752	140350	1362	12738	22389	6153	11031	7534	3433	17139	23679		6956	4574	5387	106635	523	1669	10302	2951	8819	2229	2574	13369	12699	39173	4542	4420	3365
2021	2_MS	MS	Mississippi	20212_MS	125154		80278	17861	19500		23458	21507	41336	46265	58541	36707	36584	27168	6944	18150	36243	6919	26957	18526	4231	13353			16151	11834	22320	145753	5967	16351	25539		14843	15253	2678	4855	11083	17767	7145	7410	11237	131623	977	1799		1294	12114	3273	1553	8498	8153	58745	9006	4424	11083
2021	2_MT	MT	Montana	20212_MT	91777	213948	23523	5852	5645	9927	9439	10748	23323	30173	43541	30331	35294	25575	17099	15780		5062	20166	12045	3064	11219	14076	43442	11178	8013	17110	107666	14630	14644	6566	4201	12096	10052	1671	4340	8513	11799	5880	4604		79151	2469	1136	1997	861	8070		1393	6879	5563	31643		3409	8440
2021	2_NC	NC	North Carolina	20212_NC	115168	79674	10786	2669	1325	2673	3038		8438	14300	19152	15704	22152	33932	379	7583	11295		8806	4729	4186	13273	29960	23240	6627	3567	6132	69670	329	6882		3288	5055	3533	2917	6379		7427	3561	1656	3039	54337	50	701	3445	942	3751	1196		6894	12206	15813	3066	1911	3093
2021	2_NE	NE	Nebraska		189631	269080	41399	8583		10132	9709	10629	24003	35934	56051	45410	58481	54261	3296	23966	30233	9205	26202	20330	6785			72537	14711		14144	175360	2899	21717	21351	6886	15628	16325	3932	20288	24329		7930	6173	8719	137301	397	2249	8882		10574	4005	2853	19979	15202	53354	6781	5281	5425
